Rank,Recommended action,Status,Points achieved,Score impact,Category,Product,Have license?,Regressed,Tenant,Control ID,Notes
65,Locate accounts in built-in Operator Groups,Planned,4.37 / 8,8%,Identity,Microsoft Entra ID,Yes,Yes,A. Datum Legal,AATP_AccountsInOperatorGroups,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Accounts with non-default Primary Group ID,To address,0.3 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_AccountsWithNonDefaultPrimaryGroup,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Change password for accounts with leaked credentials,Planned,2.42 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_AccountWithLeakedCredentials,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Change password for on-prem account with potentially leaked credentials,Planned,2.76 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_AdAccountWithPotentiallyLeakedCredentials,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Prevent Certificate Enrollment with arbitrary Application Policies (ESC15),To address,1.56 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_ADCSCertificateTemplateArbitraryAppPolicies,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Prevent users to request a certificate valid for arbitrary users based on the certificate template (ESC1),Planned,2.46 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,A. Datum Legal,AATP_ADCSCertificateTemplateEnrolementSuppliesSubject,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Install Defender for Identity Sensor on ADCS servers,To address,1.33 / 4,4%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_AdcsComputersWithNoMdiSensorInstalled,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Edit insecure certificate enrollment IIS endpoints (ESC8),Planned,2.18 / 5,5%,Identity,Microsoft Intune,Yes,No,A. Datum Legal,AATP_ADCSInsecureCertificateEnrollmentIisEndpoints,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Edit misconfigured Certificate Authority ACL (ESC7),Planned,2.69 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_ADCSMisconfiguredCertificateAuthorityAcl,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Edit misconfigured certificate templates ACL (ESC4),Planned,3.51 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_ADCSMisconfiguredCertificateTemplateAcl,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
60,Edit overly permissive Certificate Template with privileged EKU (Any purpose EKU or No EKU) (ESC2),To address,1.15 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_ADCSMisconfiguredCertificateTemplateEku,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Edit misconfigured enrollment agent certificate template (ESC3),Planned,3.56 / 5,5%,Identity,Microsoft Entra ID,No,No,A. Datum Legal,AATP_ADCSMisconfiguredCertificateTemplateEnrollmentAgent,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Edit misconfigured certificate templates owner (ESC4),To address,0.01 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_ADCSMisconfiguredCertificateTemplateOwner,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Enforce encryption for RPC certificate enrollment interface (ESC8),Planned,2.01 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_ADCSMisconfiguredRpcEnrollmentSigning,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Edit vulnerable Certificate Authority setting (ESC6),To address,1.25 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_ADCSSanSpecifiedByUserEnabled,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Install Defender for Identity Sensor on ADFS servers,To address,0.54 / 4,4%,Identity,Microsoft Entra ID,Yes,Yes,A. Datum Legal,AATP_AdfsComputersWithNoMdiSensorInstalled,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
67,Remove access rights on suspicious accounts with the Admin SDHolder permission,Planned,3.13 / 5,5%,Identity,Microsoft Entra ID,No,No,A. Datum Legal,AATP_AdminSDHolder,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Change password for Entra seamless SSO account,Planned,3.72 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,A. Datum Legal,AATP_AzureSsoAccountOldPasswords,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Change password of built-in domain Administrator account,Completed,4.14 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_BuiltinAdministratorAccountWithOldPassword,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Built-in Active Directory Guest account is enabled,Planned,3.62 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_BuiltinGuestAccountIsEnabled,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Change password for krbtgt account,Planned,3.7 / 5,5%,Identity,Microsoft Entra ID,No,No,A. Datum Legal,AATP_BuiltinKrbtgtAccountWithOldPassword,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
67,Stop clear text credentials exposure,Planned,1.83 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,A. Datum Legal,AATP_ClearText,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Remove stale CyberArk Identity privileged accounts,To address,1.52 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_CyberArk_DormantPriviledgedAccounts,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,High number of CyberArk Identity accounts with a privileged role assigned,To address,1.3 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_CyberArk_HighNumberOfPriviledgedIdentityAccounts,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Limit the number of CyberArk Identity accounts with system admin role,Planned,1.75 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,A. Datum Legal,AATP_CyberArk_HighNumberOfSystemAdmins,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Change password for CyberArk Identity privileged User accounts,Planned,3.99 / 6,6%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_CyberArk_PriviledgedUserAccountsWithOldPasswords,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
59,"Start your Defender for Identity deployment, installing Sensors on Domain Controllers and other eligible servers.",Planned,3.38 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_DefenderForIdentityIsNotInstalled,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Unsafe permissions on the DnsAdmins group,Completed,6.65 / 8,8%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_DnsAdminsGroupWithUnsafePermissions,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Remove local admins on identity assets,Completed,4.18 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_DomainControllerLocalUsers,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Change Domain Controller computer account old password,Planned,2.74 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,A. Datum Legal,AATP_DomainControllersWithOldPassword,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
67,Remove dormant accounts from sensitive groups,Planned,2.43 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_DormantAccounts,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Rotate password for Entra Connect AD DS Connector account,Planned,1.35 / 3,3%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_EntraConnectAccountsOldPasswords,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Replace Enterprise or Domain Admin account for Entra Connect AD DS Connector account,To address,0.98 / 3,3%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_EntraConnectAccountsWithConnectorAccountAsDefaultAdmin,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Remove unnecessary replication permissions for Entra Connect AD DS Connector Account,To address,2.59 / 8,8%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_EntraConnectAccountUnnecessaryReplicationPermission,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Install Defender for Identity Sensor on Entra Connect servers,Planned,2.27 / 4,4%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_EntraConnectComputersWithNoMdiSensorInstalled,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Remove unsafe permissions on sensitive Entra Connect accounts,Planned,6.75 / 9,9%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_EntraConnectSensitiveAccountsWithUnsafePermissions,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Remove discoverable passwords in Active Directory account attributes,Planned,5.23 / 8,8%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_ExposedPasswordsInADAttributes,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Set a valid password rotation interval for gMSA,Completed,4.97 / 6,6%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_GroupManagedServiceAccountWithUnrecommendedPasswordChangeInterval,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,GPO can be modified by unprivileged accounts,Completed,4.63 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_GroupPolicyAbnormalModificationAssignment,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,GPO assigns unprivileged identities to local groups with elevated privileges,Planned,5.01 / 7,7%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_GroupPolicyAssignsUnprivilegedIdentitiesToElevatedLocalGroups,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Reversible passwords found in GPOs,To address,2.37 / 8,8%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_GroupPolicyPasswordInPreferences,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
61,Set a honeytoken account,To address,0.31 / 1,1%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_HoneyToken,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Remove stale service accounts,Planned,3.23 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_InactiveServiceAccounts,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
67,Modify unsecure Kerberos delegations to prevent impersonation,Planned,2.72 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_KerberosDelegations,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
66,Remove non-admin accounts with DCSync permissions,Planned,3.28 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_NonAdminDCSyncAccounts,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Remove dormant Okta privileged accounts,Completed,4.49 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_Okta_Dormant,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,High number of Okta accounts with privileged role assigned,Planned,3.72 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_Okta_HighNumberOfNonSuperAdminPrivilegedUserAccounts,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Limit the Number of Okta Super Admins Accounts,Planned,2.76 / 5,5%,Identity,Microsoft Entra ID,No,No,A. Datum Legal,AATP_Okta_HighNumberOfSuperAdmins,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Change password for Okta privileged User accounts,Planned,3.42 / 6,6%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_Okta_SensitiveAccountWithOldPassword,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Assign multi-factor authentication for Okta privileged user accounts,Planned,2.26 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_Okta_SensitiveAccountWithoutFactorsAssigned,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Highly Privileged Okta Api Token,Planned,1.81 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_Okta_SensitiveApiToken,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
67,Reduce lateral movement path risk to sensitive entities,To address,0.1 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_PathRisk,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Remove stale PingOne privileged accounts,Planned,3.76 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_Ping_Dormant,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,High number of PingOne accounts with a privileged role assigned,Completed,4.45 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_Ping_HighNumberOfNonSuperAdminPrivilegedUserAccounts,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Limit the number of PingOne accounts with organization admin role,Planned,3.31 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,A. Datum Legal,AATP_Ping_HighNumberOfSuperAdmins,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Change password for PingOne privileged User accounts,Planned,3.04 / 6,6%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_Ping_SensitiveAccountWithOldPassword,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Assign multi-factor authentication for PingOne privileged user accounts,Planned,3.07 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,A. Datum Legal,AATP_Ping_SensitiveAccountWithoutFactorsAssigned,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
67,Disable Print spooler service on domain controllers,Planned,2.43 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_PrintSpooler,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Ensure privileged accounts are not delegated,To address,0.81 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_PrivilegedAccountsWithDelegationAllowed,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Identify Entra ID privileged accounts that are also privileged in Active Directory,Planned,3.36 / 9,9%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_PrivilegedEntraIdAndActiveDirectoryAccounts,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
67,Protect and manage local admin passwords with Microsoft LAPS,Planned,3.98 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_PwdLAPS,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Remove stale SailPoint privileged accounts,Completed,4.36 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_SailPoint_DormantPriviledgedAccounts,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,High number of SailPoint accounts with a privileged role assigned,Completed,4.46 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_SailPoint_HighNumberOfPriviledgedIdentityAccounts,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Limit the number of SailPoint accounts with system admin role,Planned,2.97 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_SailPoint_HighNumberOfSystemAdmins,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Assign multi-factor authentication for SailPoint privileged user accounts,Planned,2.42 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_SailPoint_MFAforPriviledgedUserAccounts,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Change password for SailPoint privileged User accounts,Planned,2.25 / 5,5%,Identity,Microsoft Entra ID,No,No,A. Datum Legal,AATP_SailPoint_PriviledgedUserAccountsWithOldPasswords,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
60,Install Defender for Identity Sensor on all Domain Controllers,Planned,1.9 / 4,4%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_Sensor,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Identify service accounts in privileged groups,Planned,2.91 / 7,7%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_ServiceAccountsInPrivilegedGroup,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
67,Remove unsecure SID history attributes from entities,Planned,2.97 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_SIDHistory,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Rotate old password for sMSA and set up valid rotation interval in the GPO,Planned,4.44 / 6,6%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_SingleManagedServiceAccountsWithOldPassword,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
65,Remove stale Active Directory accounts,Planned,3.73 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_StaleAccounts,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
67,Resolve unsecure account attributes,To address,0.85 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_UnsecureAccount,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
60,Resolve unsecure domain configurations,Completed,4.32 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_UnsecureDomain,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
63,Configure VPN integration,Planned,0.49 / 1,1%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_Vpn,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
67,Stop weak cipher usage,Planned,3.21 / 5,5%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AATP_WeakCipher,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Ensure 'User owned apps and services' is restricted,Planned,1.41 / 3,3%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,admincenter_owned_apps_and_services,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
1,Ensure multifactor authentication is enabled for all users in administrative roles,Planned,5.26 / 10,10%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,AdminMFAV2,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
9,Regulate cloud app access to sensitive data,Planned,4.25 / 7,7%,Apps,AppG,Yes,No,A. Datum Legal,AppG_regulate_access_to_sensitive_data,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Regulate apps with priority account consent,Planned,3.13 / 7,7%,Apps,AppG,No,No,A. Datum Legal,AppG_unusual_activity_with_priority_account,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
68,Enable Conditional Access policies to block legacy authentication,Planned,5.41 / 8,8%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,BlockLegacyAuthentication,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
127,Ensure the customer lockbox feature is enabled,Completed,0.95 / 1,1%,Apps,Exchange Online,Yes,No,A. Datum Legal,CustomerLockBoxEnabled,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
128,Ensure DLP policies are enabled,Planned,2.99 / 5,5%,Data,MIP,Yes,No,A. Datum Legal,dlp_datalossprevention,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
128,Ensure 'External sharing' of calendars is not available,Planned,2.91 / 5,5%,Apps,Exchange Online,Yes,No,A. Datum Legal,exo_individualsharing,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Ensure mailbox auditing for all users is Enabled,Planned,1.47 / 3,3%,Apps,Exchange Online,Yes,Yes,A. Datum Legal,exo_mailboxaudit,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Ensure MailTips are enabled for end users,Planned,1.15 / 3,3%,Apps,Exchange Online,Yes,Yes,A. Datum Legal,exo_mailtipsenabled,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Ensure modern authentication for Exchange Online is enabled,Planned,1.11 / 3,3%,Identity,Exchange Online,Yes,No,A. Datum Legal,exo_oauth2clientprofileenabled,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Ensure users installing Outlook add-ins is not allowed,Planned,1.29 / 3,3%,Apps,Exchange Online,No,No,A. Datum Legal,exo_outlookaddins,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Ensure that SPF records are published for all Exchange Domains,Planned,3.28 / 5,5%,Apps,Exchange Online,Yes,No,A. Datum Legal,exo_SPF_records_for_all_domains,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Ensure additional storage providers are restricted in Outlook on the web,Planned,3.64 / 5,5%,Apps,Exchange Online,Yes,No,A. Datum Legal,exo_storageproviderrestricted,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
128,Ensure Spam confidence level (SCL) is configured in mail transport rules with specific domains,Planned,1.67 / 3,3%,Apps,Exchange Online,No,No,A. Datum Legal,exo_transportrulesallowlistdomains,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Ensure internal phishing protection for Forms is enabled,To address,0.47 / 6,6%,Apps,FORMS,Yes,No,A. Datum Legal,forms_phishing_protection,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
35,Ensure user consent to apps accessing company data on their behalf is not allowed,Planned,1.94 / 4,4%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,IntegratedApps,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Ensure Microsoft Defender for Cloud Apps is enabled and configured,Planned,2.68 / 5,5%,Apps,Microsoft Defender,Yes,No,A. Datum Legal,mcas_mda_enabled,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
82,Deploy a log collector to discover shadow IT activity,Planned,0.6 / 1,1%,Apps,MCAS,Yes,Yes,A. Datum Legal,McasFirewallLogUpload,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Enable multi-factor authentication (MFA),Planned,2.91 / 7,7%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,MDA_Atlassian_EnableTwoFactorAuth,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Enable Single Sing On (SSO),To address,0.19 / 7,7%,Identity,Microsoft Entra ID,No,No,A. Datum Legal,MDA_Atlassian_ForceSSO,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Enable session timeout for web users,Planned,4.89 / 6,6%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,MDA_Atlassian_InactiveTimeoutMins,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Atlassian mobile app security - App access requirement,Completed,4.99 / 6,6%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,MDA_Atlassian_mobile_access,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Atlassian mobile app security - App data protection,Planned,4.26 / 6,6%,Apps,MDA_Atlassian,Yes,No,A. Datum Legal,MDA_Atlassian_mobile_dataprotection,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Atlassian mobile app security - Users that are affected by policies,To address,0.42 / 3,3%,Identity,Microsoft Entra ID,No,No,A. Datum Legal,MDA_Atlassian_mobile_UsersAffected,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Enable Password expiration policies,Planned,4.12 / 6,6%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,MDA_Atlassian_passwordExpiry,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Enable multi-factor authentication (MFA),Planned,3.8 / 7,7%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,MDA_CitrixSF_EnableTwoFactorAuth,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Enable Single Sign on (SSO),To address,0.18 / 7,7%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,MDA_CitrixSF_ForceSSO,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Enable session timeout for web users,To address,0.38 / 6,6%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,MDA_CitrixSF_InactiveTimeoutMins,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
10,Enhance 'login maximum attempts' - Lockout timer,Planned,3.88 / 6,6%,Identity,Microsoft Entra ID,Yes,No,A. Datum Legal,MDA_CitrixSF_LoginFailLockoutSecs,"Small legal firm posture: MFA gaps, mail hygiene drift, and guest access debt."
