Rank,Recommended action,Status,Points achieved,Score impact,Category,Product,Have license?,Regressed,Tenant,Control ID,Notes
65,Prevent Certificate Enrollment with arbitrary Application Policies (ESC15),Completed,4.79 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_ADCSCertificateTemplateArbitraryAppPolicies,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Prevent users to request a certificate valid for arbitrary users based on the certificate template (ESC1),Completed,4.78 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_ADCSCertificateTemplateEnrolementSuppliesSubject,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Install Defender for Identity Sensor on ADCS servers,Completed,3.85 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_AdcsComputersWithNoMdiSensorInstalled,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Edit insecure certificate enrollment IIS endpoints (ESC8),Completed,4.89 / 5,5%,Identity,Microsoft Intune,Yes,No,Golden Tenant,AATP_ADCSInsecureCertificateEnrollmentIisEndpoints,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Edit misconfigured Certificate Authority ACL (ESC7),Completed,4.97 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_ADCSMisconfiguredCertificateAuthorityAcl,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Edit misconfigured certificate templates ACL (ESC4),Completed,4.96 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_ADCSMisconfiguredCertificateTemplateAcl,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
60,Edit overly permissive Certificate Template with privileged EKU (Any purpose EKU or No EKU) (ESC2),Completed,4.91 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_ADCSMisconfiguredCertificateTemplateEku,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Edit misconfigured enrollment agent certificate template (ESC3),Completed,4.94 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_ADCSMisconfiguredCertificateTemplateEnrollmentAgent,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Edit misconfigured certificate templates owner (ESC4),Completed,4.93 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_ADCSMisconfiguredCertificateTemplateOwner,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Enforce encryption for RPC certificate enrollment interface (ESC8),Completed,4.9 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_ADCSMisconfiguredRpcEnrollmentSigning,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Edit vulnerable Certificate Authority setting (ESC6),Completed,4.83 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_ADCSSanSpecifiedByUserEnabled,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Install Defender for Identity Sensor on ADFS servers,Completed,3.86 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_AdfsComputersWithNoMdiSensorInstalled,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
67,Remove access rights on suspicious accounts with the Admin SDHolder permission,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_AdminSDHolder,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Change password for Entra seamless SSO account,Completed,4.92 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_AzureSsoAccountOldPasswords,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Change password of built-in domain Administrator account,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_BuiltinAdministratorAccountWithOldPassword,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Built-in Active Directory Guest account is enabled,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_BuiltinGuestAccountIsEnabled,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Change password for krbtgt account,Completed,4.9 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_BuiltinKrbtgtAccountWithOldPassword,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
67,Stop clear text credentials exposure,Completed,4.81 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_ClearText,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Remove stale CyberArk Identity privileged accounts,Completed,4.78 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_CyberArk_DormantPriviledgedAccounts,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,High number of CyberArk Identity accounts with a privileged role assigned,Completed,4.88 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_CyberArk_HighNumberOfPriviledgedIdentityAccounts,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Limit the number of CyberArk Identity accounts with system admin role,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_CyberArk_HighNumberOfSystemAdmins,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Change password for CyberArk Identity privileged User accounts,Completed,5.94 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_CyberArk_PriviledgedUserAccountsWithOldPasswords,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
59,"Start your Defender for Identity deployment, installing Sensors on Domain Controllers and other eligible servers.",Completed,4.93 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_DefenderForIdentityIsNotInstalled,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Unsafe permissions on the DnsAdmins group,Completed,8 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_DnsAdminsGroupWithUnsafePermissions,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Remove local admins on identity assets,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_DomainControllerLocalUsers,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Change Domain Controller computer account old password,Completed,4.84 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_DomainControllersWithOldPassword,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
67,Remove dormant accounts from sensitive groups,Completed,4.94 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_DormantAccounts,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Rotate password for Entra Connect AD DS Connector account,Completed,2.88 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_EntraConnectAccountsOldPasswords,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Replace Enterprise or Domain Admin account for Entra Connect AD DS Connector account,Completed,3 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_EntraConnectAccountsWithConnectorAccountAsDefaultAdmin,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Remove unnecessary replication permissions for Entra Connect AD DS Connector Account,Completed,7.83 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_EntraConnectAccountUnnecessaryReplicationPermission,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Install Defender for Identity Sensor on Entra Connect servers,Completed,4 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_EntraConnectComputersWithNoMdiSensorInstalled,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Remove unsafe permissions on sensitive Entra Connect accounts,Completed,9 / 9,9%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_EntraConnectSensitiveAccountsWithUnsafePermissions,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Remove discoverable passwords in Active Directory account attributes,Completed,7.94 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_ExposedPasswordsInADAttributes,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Set a valid password rotation interval for gMSA,Completed,5.87 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_GroupManagedServiceAccountWithUnrecommendedPasswordChangeInterval,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,GPO can be modified by unprivileged accounts,Completed,4.94 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_GroupPolicyAbnormalModificationAssignment,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,GPO assigns unprivileged identities to local groups with elevated privileges,Completed,6.86 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_GroupPolicyAssignsUnprivilegedIdentitiesToElevatedLocalGroups,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Reversible passwords found in GPOs,Completed,7.7 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_GroupPolicyPasswordInPreferences,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
61,Set a honeytoken account,Completed,0.97 / 1,1%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_HoneyToken,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Remove stale service accounts,Completed,4.92 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_InactiveServiceAccounts,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
67,Modify unsecure Kerberos delegations to prevent impersonation,Completed,4.98 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_KerberosDelegations,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
66,Remove non-admin accounts with DCSync permissions,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_NonAdminDCSyncAccounts,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Remove dormant Okta privileged accounts,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_Okta_Dormant,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,High number of Okta accounts with privileged role assigned,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_Okta_HighNumberOfNonSuperAdminPrivilegedUserAccounts,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Limit the Number of Okta Super Admins Accounts,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_Okta_HighNumberOfSuperAdmins,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Change password for Okta privileged User accounts,Completed,5.91 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_Okta_SensitiveAccountWithOldPassword,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Assign multi-factor authentication for Okta privileged user accounts,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_Okta_SensitiveAccountWithoutFactorsAssigned,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Highly Privileged Okta Api Token,Completed,4.89 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_Okta_SensitiveApiToken,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
67,Reduce lateral movement path risk to sensitive entities,Completed,4.9 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_PathRisk,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Remove stale PingOne privileged accounts,Completed,4.97 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_Ping_Dormant,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,High number of PingOne accounts with a privileged role assigned,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_Ping_HighNumberOfNonSuperAdminPrivilegedUserAccounts,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Limit the number of PingOne accounts with organization admin role,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_Ping_HighNumberOfSuperAdmins,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Change password for PingOne privileged User accounts,Completed,5.89 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_Ping_SensitiveAccountWithOldPassword,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Assign multi-factor authentication for PingOne privileged user accounts,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_Ping_SensitiveAccountWithoutFactorsAssigned,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
67,Disable Print spooler service on domain controllers,Completed,4.91 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_PrintSpooler,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Ensure privileged accounts are not delegated,Completed,4.83 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_PrivilegedAccountsWithDelegationAllowed,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Identify Entra ID privileged accounts that are also privileged in Active Directory,Completed,8.81 / 9,9%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_PrivilegedEntraIdAndActiveDirectoryAccounts,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
67,Protect and manage local admin passwords with Microsoft LAPS,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_PwdLAPS,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Remove stale SailPoint privileged accounts,Completed,4.98 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_SailPoint_DormantPriviledgedAccounts,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,High number of SailPoint accounts with a privileged role assigned,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_SailPoint_HighNumberOfPriviledgedIdentityAccounts,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Limit the number of SailPoint accounts with system admin role,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_SailPoint_HighNumberOfSystemAdmins,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Assign multi-factor authentication for SailPoint privileged user accounts,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_SailPoint_MFAforPriviledgedUserAccounts,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Change password for SailPoint privileged User accounts,Completed,4.82 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_SailPoint_PriviledgedUserAccountsWithOldPasswords,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
60,Install Defender for Identity Sensor on all Domain Controllers,Completed,3.91 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_Sensor,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Identify service accounts in privileged groups,Completed,6.75 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_ServiceAccountsInPrivilegedGroup,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
67,Remove unsecure SID history attributes from entities,Completed,4.94 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_SIDHistory,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Rotate old password for sMSA and set up valid rotation interval in the GPO,Completed,6 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_SingleManagedServiceAccountsWithOldPassword,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
65,Remove stale Active Directory accounts,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_StaleAccounts,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
67,Resolve unsecure account attributes,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_UnsecureAccount,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
60,Resolve unsecure domain configurations,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_UnsecureDomain,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
63,Configure VPN integration,Completed,0.99 / 1,1%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_Vpn,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
67,Stop weak cipher usage,Completed,4.82 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AATP_WeakCipher,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Ensure 'User owned apps and services' is restricted,Completed,2.95 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,admincenter_owned_apps_and_services,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
1,Ensure multifactor authentication is enabled for all users in administrative roles,Completed,10 / 10,10%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,AdminMFAV2,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
9,Regulate cloud app access to sensitive data,Completed,6.91 / 7,7%,Apps,AppG,Yes,No,Golden Tenant,AppG_regulate_access_to_sensitive_data,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Regulate apps with priority account consent,Completed,6.86 / 7,7%,Apps,AppG,Yes,No,Golden Tenant,AppG_unusual_activity_with_priority_account,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
68,Enable Conditional Access policies to block legacy authentication,Completed,8 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,BlockLegacyAuthentication,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
127,Ensure the customer lockbox feature is enabled,Completed,1 / 1,1%,Apps,Exchange Online,Yes,No,Golden Tenant,CustomerLockBoxEnabled,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
128,Ensure DLP policies are enabled,Completed,4.98 / 5,5%,Data,MIP,Yes,No,Golden Tenant,dlp_datalossprevention,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
128,Ensure 'External sharing' of calendars is not available,Completed,5 / 5,5%,Apps,Exchange Online,Yes,No,Golden Tenant,exo_individualsharing,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Ensure mailbox auditing for all users is Enabled,Completed,3 / 3,3%,Apps,Exchange Online,Yes,No,Golden Tenant,exo_mailboxaudit,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Ensure MailTips are enabled for end users,Completed,2.85 / 3,3%,Apps,Exchange Online,Yes,No,Golden Tenant,exo_mailtipsenabled,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Ensure modern authentication for Exchange Online is enabled,Completed,2.87 / 3,3%,Identity,Exchange Online,Yes,No,Golden Tenant,exo_oauth2clientprofileenabled,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Ensure users installing Outlook add-ins is not allowed,Completed,2.97 / 3,3%,Apps,Exchange Online,Yes,No,Golden Tenant,exo_outlookaddins,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Ensure that SPF records are published for all Exchange Domains,Completed,4.9 / 5,5%,Apps,Exchange Online,Yes,No,Golden Tenant,exo_SPF_records_for_all_domains,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Ensure additional storage providers are restricted in Outlook on the web,Completed,4.94 / 5,5%,Apps,Exchange Online,Yes,No,Golden Tenant,exo_storageproviderrestricted,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
128,Ensure Spam confidence level (SCL) is configured in mail transport rules with specific domains,Completed,2.99 / 3,3%,Apps,Exchange Online,Yes,No,Golden Tenant,exo_transportrulesallowlistdomains,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Ensure internal phishing protection for Forms is enabled,Completed,6 / 6,6%,Apps,FORMS,Yes,No,Golden Tenant,forms_phishing_protection,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
35,Ensure user consent to apps accessing company data on their behalf is not allowed,Completed,3.88 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,IntegratedApps,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Ensure Microsoft Defender for Cloud Apps is enabled and configured,Completed,4.88 / 5,5%,Apps,Microsoft Defender,Yes,No,Golden Tenant,mcas_mda_enabled,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
82,Deploy a log collector to discover shadow IT activity,Completed,0.98 / 1,1%,Apps,MCAS,Yes,No,Golden Tenant,McasFirewallLogUpload,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Enable multi-factor authentication (MFA),Completed,7 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,MDA_Atlassian_EnableTwoFactorAuth,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Enable Single Sing On (SSO),Completed,6.95 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,MDA_Atlassian_ForceSSO,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Enable session timeout for web users,Completed,6 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,MDA_Atlassian_InactiveTimeoutMins,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Atlassian mobile app security - App access requirement,Completed,5.94 / 6,6%,Identity,Microsoft Entra ID,No,No,Golden Tenant,MDA_Atlassian_mobile_access,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Atlassian mobile app security - App data protection,Completed,5.98 / 6,6%,Apps,MDA_Atlassian,Yes,No,Golden Tenant,MDA_Atlassian_mobile_dataprotection,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Atlassian mobile app security - Users that are affected by policies,Completed,3 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,MDA_Atlassian_mobile_UsersAffected,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Enable Password expiration policies,Completed,5.79 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,MDA_Atlassian_passwordExpiry,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Enable multi-factor authentication (MFA),Completed,6.97 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,MDA_CitrixSF_EnableTwoFactorAuth,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Enable Single Sign on (SSO),Completed,6.85 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,MDA_CitrixSF_ForceSSO,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Enable session timeout for web users,Completed,5.81 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,MDA_CitrixSF_InactiveTimeoutMins,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Enhance 'login maximum attempts' - Lockout timer,Completed,6 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,MDA_CitrixSF_LoginFailLockoutSecs,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Enhance 'login maximum attempts' - Number of attempts,Completed,6 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,MDA_CitrixSF_LoginFailMaxAttempts,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Enable password minimum length,Completed,4 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,MDA_CitrixSF_MinimumLength,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
10,Enable password minimum numeric characters,Completed,4 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Golden Tenant,MDA_CitrixSF_MinimumNumeric,"Reference posture: disciplined identity, endpoint, mail, collaboration, and data controls."
