Rank,Recommended action,Status,Points achieved,Score impact,Category,Product,Have license?,Regressed,Tenant,Control ID,Notes
65,Assign multi-factor authentication for SailPoint privileged user accounts,Planned,2.42 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Tailspin Education,AATP_SailPoint_MFAforPriviledgedUserAccounts,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
65,Change password for SailPoint privileged User accounts,To address,0.52 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,AATP_SailPoint_PriviledgedUserAccountsWithOldPasswords,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
60,Install Defender for Identity Sensor on all Domain Controllers,To address,0.81 / 4,4%,Identity,Microsoft Entra ID,No,No,Tailspin Education,AATP_Sensor,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
65,Identify service accounts in privileged groups,To address,0.46 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,AATP_ServiceAccountsInPrivilegedGroup,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
67,Remove unsecure SID history attributes from entities,To address,0.02 / 5,5%,Identity,Microsoft Entra ID,No,No,Tailspin Education,AATP_SIDHistory,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
65,Rotate old password for sMSA and set up valid rotation interval in the GPO,To address,0.28 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,AATP_SingleManagedServiceAccountsWithOldPassword,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
65,Remove stale Active Directory accounts,Planned,3.7 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,AATP_StaleAccounts,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
67,Resolve unsecure account attributes,Completed,4.13 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,AATP_UnsecureAccount,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
60,Resolve unsecure domain configurations,Planned,2.15 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,AATP_UnsecureDomain,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
63,Configure VPN integration,To address,0.19 / 1,1%,Identity,Microsoft Entra ID,No,No,Tailspin Education,AATP_Vpn,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
67,Stop weak cipher usage,To address,0.69 / 5,5%,Identity,Microsoft Entra ID,No,No,Tailspin Education,AATP_WeakCipher,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Ensure 'User owned apps and services' is restricted,To address,0.17 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,admincenter_owned_apps_and_services,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
1,Ensure multifactor authentication is enabled for all users in administrative roles,To address,1.35 / 10,10%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,AdminMFAV2,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
9,Regulate cloud app access to sensitive data,Planned,2.88 / 7,7%,Apps,AppG,Yes,No,Tailspin Education,AppG_regulate_access_to_sensitive_data,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Regulate apps with priority account consent,Planned,4.25 / 7,7%,Apps,AppG,Yes,Yes,Tailspin Education,AppG_unusual_activity_with_priority_account,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
68,Enable Conditional Access policies to block legacy authentication,Planned,4.32 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,BlockLegacyAuthentication,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
127,Ensure the customer lockbox feature is enabled,Planned,0.78 / 1,1%,Apps,Exchange Online,Yes,No,Tailspin Education,CustomerLockBoxEnabled,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
128,Ensure DLP policies are enabled,Planned,3.02 / 5,5%,Data,MIP,No,No,Tailspin Education,dlp_datalossprevention,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
128,Ensure 'External sharing' of calendars is not available,Planned,2.58 / 5,5%,Apps,Exchange Online,Yes,No,Tailspin Education,exo_individualsharing,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Ensure mailbox auditing for all users is Enabled,Planned,1.22 / 3,3%,Apps,Exchange Online,Yes,No,Tailspin Education,exo_mailboxaudit,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Ensure MailTips are enabled for end users,Planned,1.27 / 3,3%,Apps,Exchange Online,Yes,No,Tailspin Education,exo_mailtipsenabled,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Ensure modern authentication for Exchange Online is enabled,To address,0.18 / 3,3%,Identity,Exchange Online,Yes,No,Tailspin Education,exo_oauth2clientprofileenabled,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Ensure users installing Outlook add-ins is not allowed,Planned,1.32 / 3,3%,Apps,Exchange Online,Yes,No,Tailspin Education,exo_outlookaddins,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Ensure that SPF records are published for all Exchange Domains,Planned,3.54 / 5,5%,Apps,Exchange Online,Yes,Yes,Tailspin Education,exo_SPF_records_for_all_domains,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Ensure additional storage providers are restricted in Outlook on the web,To address,0.14 / 5,5%,Apps,Exchange Online,Yes,No,Tailspin Education,exo_storageproviderrestricted,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
128,Ensure Spam confidence level (SCL) is configured in mail transport rules with specific domains,Planned,2.27 / 3,3%,Apps,Exchange Online,Yes,No,Tailspin Education,exo_transportrulesallowlistdomains,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Ensure internal phishing protection for Forms is enabled,Planned,3.92 / 6,6%,Apps,FORMS,No,No,Tailspin Education,forms_phishing_protection,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
35,Ensure user consent to apps accessing company data on their behalf is not allowed,Planned,2.12 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,IntegratedApps,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Ensure Microsoft Defender for Cloud Apps is enabled and configured,Planned,2.06 / 5,5%,Apps,Microsoft Defender,Yes,No,Tailspin Education,mcas_mda_enabled,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
82,Deploy a log collector to discover shadow IT activity,Planned,0.36 / 1,1%,Apps,MCAS,No,No,Tailspin Education,McasFirewallLogUpload,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enable multi-factor authentication (MFA),To address,0.9 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_Atlassian_EnableTwoFactorAuth,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enable Single Sing On (SSO),Planned,3.71 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_Atlassian_ForceSSO,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enable session timeout for web users,Planned,2.44 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_Atlassian_InactiveTimeoutMins,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Atlassian mobile app security - App access requirement,Planned,4.85 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_Atlassian_mobile_access,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Atlassian mobile app security - App data protection,Planned,2.44 / 6,6%,Apps,MDA_Atlassian,No,No,Tailspin Education,MDA_Atlassian_mobile_dataprotection,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Atlassian mobile app security - Users that are affected by policies,Planned,2.14 / 3,3%,Identity,Microsoft Entra ID,Yes,Yes,Tailspin Education,MDA_Atlassian_mobile_UsersAffected,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enable Password expiration policies,To address,0.35 / 6,6%,Identity,Microsoft Entra ID,Yes,Yes,Tailspin Education,MDA_Atlassian_passwordExpiry,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enable multi-factor authentication (MFA),Planned,2.68 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_CitrixSF_EnableTwoFactorAuth,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enable Single Sign on (SSO),To address,0 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_CitrixSF_ForceSSO,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enable session timeout for web users,To address,1.44 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_CitrixSF_InactiveTimeoutMins,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enhance 'login maximum attempts' - Lockout timer,Planned,3.01 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_CitrixSF_LoginFailLockoutSecs,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enhance 'login maximum attempts' - Number of attempts,Planned,3.92 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_CitrixSF_LoginFailMaxAttempts,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enable password minimum length,To address,0.96 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_CitrixSF_MinimumLength,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enable password minimum numeric characters,Planned,3.12 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_CitrixSF_MinimumNumeric,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enable password minimum special characters,To address,1.02 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_CitrixSF_MinimumSpecialCharacters,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enable password expiration policies,To address,0.78 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_CitrixSF_PasswordMaxAgeDays,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
10,Enhance password requirements,To address,0.08 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Tailspin Education,MDA_DocuSign_EnhancedPassword,"Education-style sprawl: guests, old devices, and collaboration policies all over the place."
