Rank,Recommended action,Status,Points achieved,Score impact,Category,Product,Have license?,Regressed,Tenant,Control ID,Notes
65,Accounts with non-default Primary Group ID,Completed,4.34 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_AccountsWithNonDefaultPrimaryGroup,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Change password for accounts with leaked credentials,Completed,4.16 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_AccountWithLeakedCredentials,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Change password for on-prem account with potentially leaked credentials,Planned,3.19 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_AdAccountWithPotentiallyLeakedCredentials,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Prevent Certificate Enrollment with arbitrary Application Policies (ESC15),Planned,2.53 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_ADCSCertificateTemplateArbitraryAppPolicies,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Prevent users to request a certificate valid for arbitrary users based on the certificate template (ESC1),To address,1.61 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_ADCSCertificateTemplateEnrolementSuppliesSubject,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Install Defender for Identity Sensor on ADCS servers,Planned,2.32 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_AdcsComputersWithNoMdiSensorInstalled,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Edit insecure certificate enrollment IIS endpoints (ESC8),Planned,3.86 / 5,5%,Identity,Microsoft Intune,Yes,No,Fabrikam Health,AATP_ADCSInsecureCertificateEnrollmentIisEndpoints,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Edit misconfigured Certificate Authority ACL (ESC7),To address,1.43 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_ADCSMisconfiguredCertificateAuthorityAcl,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Edit misconfigured certificate templates ACL (ESC4),Completed,4.91 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_ADCSMisconfiguredCertificateTemplateAcl,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
60,Edit overly permissive Certificate Template with privileged EKU (Any purpose EKU or No EKU) (ESC2),Planned,3.48 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_ADCSMisconfiguredCertificateTemplateEku,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Edit misconfigured enrollment agent certificate template (ESC3),Planned,3.71 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_ADCSMisconfiguredCertificateTemplateEnrollmentAgent,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Edit misconfigured certificate templates owner (ESC4),Planned,2.41 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_ADCSMisconfiguredCertificateTemplateOwner,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Enforce encryption for RPC certificate enrollment interface (ESC8),To address,1.67 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_ADCSMisconfiguredRpcEnrollmentSigning,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Edit vulnerable Certificate Authority setting (ESC6),Planned,2.07 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_ADCSSanSpecifiedByUserEnabled,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Install Defender for Identity Sensor on ADFS servers,Planned,2.53 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_AdfsComputersWithNoMdiSensorInstalled,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
67,Remove access rights on suspicious accounts with the Admin SDHolder permission,Planned,3.16 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_AdminSDHolder,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Change password for Entra seamless SSO account,To address,1.25 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_AzureSsoAccountOldPasswords,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Change password of built-in domain Administrator account,Completed,4.6 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_BuiltinAdministratorAccountWithOldPassword,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Built-in Active Directory Guest account is enabled,Completed,4.45 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_BuiltinGuestAccountIsEnabled,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Change password for krbtgt account,Planned,3.55 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_BuiltinKrbtgtAccountWithOldPassword,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
67,Stop clear text credentials exposure,Planned,2.92 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_ClearText,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Remove stale CyberArk Identity privileged accounts,To address,1.65 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_CyberArk_DormantPriviledgedAccounts,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,High number of CyberArk Identity accounts with a privileged role assigned,Planned,3.1 / 5,5%,Identity,Microsoft Entra ID,No,Yes,Fabrikam Health,AATP_CyberArk_HighNumberOfPriviledgedIdentityAccounts,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Limit the number of CyberArk Identity accounts with system admin role,Planned,3.63 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_CyberArk_HighNumberOfSystemAdmins,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Change password for CyberArk Identity privileged User accounts,To address,1.34 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_CyberArk_PriviledgedUserAccountsWithOldPasswords,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
59,"Start your Defender for Identity deployment, installing Sensors on Domain Controllers and other eligible servers.",Planned,3.2 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_DefenderForIdentityIsNotInstalled,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Unsafe permissions on the DnsAdmins group,Completed,7.72 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_DnsAdminsGroupWithUnsafePermissions,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Remove local admins on identity assets,Completed,4.2 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_DomainControllerLocalUsers,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Change Domain Controller computer account old password,Planned,2.44 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_DomainControllersWithOldPassword,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
67,Remove dormant accounts from sensitive groups,Planned,1.95 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_DormantAccounts,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Rotate password for Entra Connect AD DS Connector account,Planned,1.08 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_EntraConnectAccountsOldPasswords,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Replace Enterprise or Domain Admin account for Entra Connect AD DS Connector account,Planned,1.94 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_EntraConnectAccountsWithConnectorAccountAsDefaultAdmin,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Remove unnecessary replication permissions for Entra Connect AD DS Connector Account,Planned,3.68 / 8,8%,Identity,Microsoft Entra ID,Yes,Yes,Fabrikam Health,AATP_EntraConnectAccountUnnecessaryReplicationPermission,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Install Defender for Identity Sensor on Entra Connect servers,Completed,3.62 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_EntraConnectComputersWithNoMdiSensorInstalled,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Remove unsafe permissions on sensitive Entra Connect accounts,Planned,6.04 / 9,9%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_EntraConnectSensitiveAccountsWithUnsafePermissions,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Remove discoverable passwords in Active Directory account attributes,Planned,5.16 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_ExposedPasswordsInADAttributes,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Set a valid password rotation interval for gMSA,Completed,5.15 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_GroupManagedServiceAccountWithUnrecommendedPasswordChangeInterval,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,GPO can be modified by unprivileged accounts,Planned,2.29 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_GroupPolicyAbnormalModificationAssignment,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,GPO assigns unprivileged identities to local groups with elevated privileges,Planned,3.19 / 7,7%,Identity,Microsoft Entra ID,Yes,Yes,Fabrikam Health,AATP_GroupPolicyAssignsUnprivilegedIdentitiesToElevatedLocalGroups,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Reversible passwords found in GPOs,Planned,3.56 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_GroupPolicyPasswordInPreferences,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
61,Set a honeytoken account,Planned,0.63 / 1,1%,Identity,Microsoft Entra ID,Yes,Yes,Fabrikam Health,AATP_HoneyToken,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Remove stale service accounts,Planned,2.46 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_InactiveServiceAccounts,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
67,Modify unsecure Kerberos delegations to prevent impersonation,Completed,4.46 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_KerberosDelegations,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
66,Remove non-admin accounts with DCSync permissions,Completed,4.5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_NonAdminDCSyncAccounts,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Remove dormant Okta privileged accounts,Completed,5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_Okta_Dormant,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,High number of Okta accounts with privileged role assigned,Planned,4.08 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_Okta_HighNumberOfNonSuperAdminPrivilegedUserAccounts,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Limit the Number of Okta Super Admins Accounts,Planned,3.76 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_Okta_HighNumberOfSuperAdmins,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Change password for Okta privileged User accounts,Completed,5.2 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_Okta_SensitiveAccountWithOldPassword,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Assign multi-factor authentication for Okta privileged user accounts,To address,0.76 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_Okta_SensitiveAccountWithoutFactorsAssigned,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Highly Privileged Okta Api Token,Planned,2.1 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_Okta_SensitiveApiToken,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
67,Reduce lateral movement path risk to sensitive entities,Planned,3.79 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_PathRisk,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Remove stale PingOne privileged accounts,Completed,4.18 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_Ping_Dormant,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,High number of PingOne accounts with a privileged role assigned,Completed,4.82 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_Ping_HighNumberOfNonSuperAdminPrivilegedUserAccounts,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Limit the number of PingOne accounts with organization admin role,Planned,3.61 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_Ping_HighNumberOfSuperAdmins,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Change password for PingOne privileged User accounts,Planned,3.69 / 6,6%,Identity,Microsoft Entra ID,Yes,Yes,Fabrikam Health,AATP_Ping_SensitiveAccountWithOldPassword,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Assign multi-factor authentication for PingOne privileged user accounts,Planned,3.25 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_Ping_SensitiveAccountWithoutFactorsAssigned,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
67,Disable Print spooler service on domain controllers,Planned,2.95 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_PrintSpooler,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Ensure privileged accounts are not delegated,Planned,2.23 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_PrivilegedAccountsWithDelegationAllowed,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Identify Entra ID privileged accounts that are also privileged in Active Directory,Planned,3.91 / 9,9%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_PrivilegedEntraIdAndActiveDirectoryAccounts,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
67,Protect and manage local admin passwords with Microsoft LAPS,Planned,3.21 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_PwdLAPS,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Remove stale SailPoint privileged accounts,Completed,4.5 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_SailPoint_DormantPriviledgedAccounts,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,High number of SailPoint accounts with a privileged role assigned,Completed,4.59 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_SailPoint_HighNumberOfPriviledgedIdentityAccounts,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Limit the number of SailPoint accounts with system admin role,Completed,4.31 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_SailPoint_HighNumberOfSystemAdmins,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Assign multi-factor authentication for SailPoint privileged user accounts,Completed,4.41 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_SailPoint_MFAforPriviledgedUserAccounts,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Change password for SailPoint privileged User accounts,Planned,2.29 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Fabrikam Health,AATP_SailPoint_PriviledgedUserAccountsWithOldPasswords,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
60,Install Defender for Identity Sensor on all Domain Controllers,Planned,1.56 / 4,4%,Identity,Microsoft Entra ID,Yes,Yes,Fabrikam Health,AATP_Sensor,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Identify service accounts in privileged groups,Planned,4.01 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_ServiceAccountsInPrivilegedGroup,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
67,Remove unsecure SID history attributes from entities,To address,0.32 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Fabrikam Health,AATP_SIDHistory,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Rotate old password for sMSA and set up valid rotation interval in the GPO,Planned,3.63 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_SingleManagedServiceAccountsWithOldPassword,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
65,Remove stale Active Directory accounts,Completed,4.15 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_StaleAccounts,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
67,Resolve unsecure account attributes,Planned,3.86 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_UnsecureAccount,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
60,Resolve unsecure domain configurations,To address,1.37 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_UnsecureDomain,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
63,Configure VPN integration,Planned,0.67 / 1,1%,Identity,Microsoft Entra ID,Yes,Yes,Fabrikam Health,AATP_Vpn,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
67,Stop weak cipher usage,Planned,2.35 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AATP_WeakCipher,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Ensure 'User owned apps and services' is restricted,Planned,1.52 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,admincenter_owned_apps_and_services,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
1,Ensure multifactor authentication is enabled for all users in administrative roles,Completed,9.2 / 10,10%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,AdminMFAV2,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
9,Regulate cloud app access to sensitive data,Planned,5.25 / 7,7%,Apps,AppG,Yes,No,Fabrikam Health,AppG_regulate_access_to_sensitive_data,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Regulate apps with priority account consent,To address,1.35 / 7,7%,Apps,AppG,Yes,No,Fabrikam Health,AppG_unusual_activity_with_priority_account,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
68,Enable Conditional Access policies to block legacy authentication,Completed,7.27 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,BlockLegacyAuthentication,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
127,Ensure the customer lockbox feature is enabled,Completed,0.93 / 1,1%,Apps,Exchange Online,Yes,No,Fabrikam Health,CustomerLockBoxEnabled,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
128,Ensure DLP policies are enabled,Completed,4.21 / 5,5%,Data,MIP,Yes,No,Fabrikam Health,dlp_datalossprevention,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
128,Ensure 'External sharing' of calendars is not available,Planned,3.25 / 5,5%,Apps,Exchange Online,No,No,Fabrikam Health,exo_individualsharing,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Ensure mailbox auditing for all users is Enabled,Planned,1.32 / 3,3%,Apps,Exchange Online,Yes,No,Fabrikam Health,exo_mailboxaudit,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Ensure MailTips are enabled for end users,Planned,1.1 / 3,3%,Apps,Exchange Online,No,No,Fabrikam Health,exo_mailtipsenabled,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Ensure modern authentication for Exchange Online is enabled,Planned,2.39 / 3,3%,Identity,Exchange Online,Yes,No,Fabrikam Health,exo_oauth2clientprofileenabled,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Ensure users installing Outlook add-ins is not allowed,Planned,1.45 / 3,3%,Apps,Exchange Online,Yes,No,Fabrikam Health,exo_outlookaddins,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Ensure that SPF records are published for all Exchange Domains,Planned,2.79 / 5,5%,Apps,Exchange Online,Yes,No,Fabrikam Health,exo_SPF_records_for_all_domains,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Ensure additional storage providers are restricted in Outlook on the web,Completed,4.48 / 5,5%,Apps,Exchange Online,Yes,No,Fabrikam Health,exo_storageproviderrestricted,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
128,Ensure Spam confidence level (SCL) is configured in mail transport rules with specific domains,Planned,2.17 / 3,3%,Apps,Exchange Online,Yes,No,Fabrikam Health,exo_transportrulesallowlistdomains,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Ensure internal phishing protection for Forms is enabled,Planned,4.17 / 6,6%,Apps,FORMS,No,No,Fabrikam Health,forms_phishing_protection,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
35,Ensure user consent to apps accessing company data on their behalf is not allowed,Planned,3.25 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,IntegratedApps,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Ensure Microsoft Defender for Cloud Apps is enabled and configured,Completed,4.28 / 5,5%,Apps,Microsoft Defender,Yes,No,Fabrikam Health,mcas_mda_enabled,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
82,Deploy a log collector to discover shadow IT activity,Planned,0.51 / 1,1%,Apps,MCAS,Yes,No,Fabrikam Health,McasFirewallLogUpload,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Enable multi-factor authentication (MFA),Planned,3.62 / 7,7%,Identity,Microsoft Entra ID,Yes,Yes,Fabrikam Health,MDA_Atlassian_EnableTwoFactorAuth,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Enable Single Sing On (SSO),To address,0.8 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,MDA_Atlassian_ForceSSO,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Enable session timeout for web users,Planned,3.59 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,MDA_Atlassian_InactiveTimeoutMins,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Atlassian mobile app security - App access requirement,Completed,5.53 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,MDA_Atlassian_mobile_access,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Atlassian mobile app security - App data protection,Completed,5.6 / 6,6%,Apps,MDA_Atlassian,Yes,No,Fabrikam Health,MDA_Atlassian_mobile_dataprotection,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Atlassian mobile app security - Users that are affected by policies,Planned,1.99 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,MDA_Atlassian_mobile_UsersAffected,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Enable Password expiration policies,Planned,4.64 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,MDA_Atlassian_passwordExpiry,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Enable multi-factor authentication (MFA),Planned,4.58 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,MDA_CitrixSF_EnableTwoFactorAuth,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Enable Single Sign on (SSO),To address,2.2 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,MDA_CitrixSF_ForceSSO,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Enable session timeout for web users,Planned,2.8 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,MDA_CitrixSF_InactiveTimeoutMins,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Enhance 'login maximum attempts' - Lockout timer,Planned,3 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,MDA_CitrixSF_LoginFailLockoutSecs,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Enhance 'login maximum attempts' - Number of attempts,Completed,5.38 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,MDA_CitrixSF_LoginFailMaxAttempts,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Enable password minimum length,Completed,3.65 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,MDA_CitrixSF_MinimumLength,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Enable password minimum numeric characters,Completed,3.6 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,MDA_CitrixSF_MinimumNumeric,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
10,Enable password minimum special characters,Planned,2.65 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Fabrikam Health,MDA_CitrixSF_MinimumSpecialCharacters,"Regulated tenant with good intent, mixed licensing, and slow remediation queues."
