Rank,Recommended action,Status,Points achieved,Score impact,Category,Product,Have license?,Regressed,Tenant,Control ID,Notes
65,Locate accounts in built-in Operator Groups,To address,2.25 / 8,8%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,AATP_AccountsInOperatorGroups,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Accounts with non-default Primary Group ID,To address,1.3 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_AccountsWithNonDefaultPrimaryGroup,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Change password for accounts with leaked credentials,Planned,2.7 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_AccountWithLeakedCredentials,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Change password for on-prem account with potentially leaked credentials,To address,1.53 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_AdAccountWithPotentiallyLeakedCredentials,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Prevent Certificate Enrollment with arbitrary Application Policies (ESC15),To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_ADCSCertificateTemplateArbitraryAppPolicies,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Prevent users to request a certificate valid for arbitrary users based on the certificate template (ESC1),To address,0.04 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_ADCSCertificateTemplateEnrolementSuppliesSubject,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Install Defender for Identity Sensor on ADCS servers,Planned,1.68 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_AdcsComputersWithNoMdiSensorInstalled,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Edit insecure certificate enrollment IIS endpoints (ESC8),Planned,3.11 / 5,5%,Identity,Microsoft Intune,Yes,No,Wide World Manufacturing,AATP_ADCSInsecureCertificateEnrollmentIisEndpoints,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Edit misconfigured Certificate Authority ACL (ESC7),To address,0.67 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_ADCSMisconfiguredCertificateAuthorityAcl,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Edit misconfigured certificate templates ACL (ESC4),Planned,2.4 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,AATP_ADCSMisconfiguredCertificateTemplateAcl,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
60,Edit overly permissive Certificate Template with privileged EKU (Any purpose EKU or No EKU) (ESC2),To address,0.03 / 5,5%,Identity,Microsoft Entra ID,No,Yes,Wide World Manufacturing,AATP_ADCSMisconfiguredCertificateTemplateEku,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Edit misconfigured enrollment agent certificate template (ESC3),Planned,2.9 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_ADCSMisconfiguredCertificateTemplateEnrollmentAgent,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Edit misconfigured certificate templates owner (ESC4),Planned,1.79 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_ADCSMisconfiguredCertificateTemplateOwner,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Enforce encryption for RPC certificate enrollment interface (ESC8),To address,0.06 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_ADCSMisconfiguredRpcEnrollmentSigning,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Edit vulnerable Certificate Authority setting (ESC6),To address,0.24 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_ADCSSanSpecifiedByUserEnabled,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Install Defender for Identity Sensor on ADFS servers,To address,0.1 / 4,4%,Identity,Microsoft Entra ID,No,Yes,Wide World Manufacturing,AATP_AdfsComputersWithNoMdiSensorInstalled,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
67,Remove access rights on suspicious accounts with the Admin SDHolder permission,To address,1.52 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,AATP_AdminSDHolder,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Change password for Entra seamless SSO account,To address,1.43 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_AzureSsoAccountOldPasswords,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Change password of built-in domain Administrator account,Planned,1.98 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_BuiltinAdministratorAccountWithOldPassword,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Built-in Active Directory Guest account is enabled,Planned,2.1 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_BuiltinGuestAccountIsEnabled,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Change password for krbtgt account,To address,0.46 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_BuiltinKrbtgtAccountWithOldPassword,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
67,Stop clear text credentials exposure,To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,AATP_ClearText,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Remove stale CyberArk Identity privileged accounts,To address,0.66 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_CyberArk_DormantPriviledgedAccounts,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,High number of CyberArk Identity accounts with a privileged role assigned,To address,1.27 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_CyberArk_HighNumberOfPriviledgedIdentityAccounts,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Limit the number of CyberArk Identity accounts with system admin role,To address,0.91 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,AATP_CyberArk_HighNumberOfSystemAdmins,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Change password for CyberArk Identity privileged User accounts,To address,0.32 / 6,6%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,AATP_CyberArk_PriviledgedUserAccountsWithOldPasswords,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
59,"Start your Defender for Identity deployment, installing Sensors on Domain Controllers and other eligible servers.",Planned,2.25 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,AATP_DefenderForIdentityIsNotInstalled,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Unsafe permissions on the DnsAdmins group,Completed,6.86 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_DnsAdminsGroupWithUnsafePermissions,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Remove local admins on identity assets,Planned,1.95 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_DomainControllerLocalUsers,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Change Domain Controller computer account old password,Planned,2.97 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_DomainControllersWithOldPassword,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
67,Remove dormant accounts from sensitive groups,To address,0.92 / 5,5%,Identity,Microsoft Entra ID,No,No,Wide World Manufacturing,AATP_DormantAccounts,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Rotate password for Entra Connect AD DS Connector account,To address,0.09 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_EntraConnectAccountsOldPasswords,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Replace Enterprise or Domain Admin account for Entra Connect AD DS Connector account,To address,0 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_EntraConnectAccountsWithConnectorAccountAsDefaultAdmin,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Remove unnecessary replication permissions for Entra Connect AD DS Connector Account,Planned,3.58 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_EntraConnectAccountUnnecessaryReplicationPermission,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Install Defender for Identity Sensor on Entra Connect servers,To address,0.04 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_EntraConnectComputersWithNoMdiSensorInstalled,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Remove unsafe permissions on sensitive Entra Connect accounts,Planned,6.98 / 9,9%,Identity,Microsoft Entra ID,No,Yes,Wide World Manufacturing,AATP_EntraConnectSensitiveAccountsWithUnsafePermissions,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Remove discoverable passwords in Active Directory account attributes,Planned,5.38 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_ExposedPasswordsInADAttributes,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Set a valid password rotation interval for gMSA,Planned,3.22 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_GroupManagedServiceAccountWithUnrecommendedPasswordChangeInterval,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,GPO can be modified by unprivileged accounts,To address,0.62 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_GroupPolicyAbnormalModificationAssignment,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,GPO assigns unprivileged identities to local groups with elevated privileges,To address,1.15 / 7,7%,Identity,Microsoft Entra ID,No,No,Wide World Manufacturing,AATP_GroupPolicyAssignsUnprivilegedIdentitiesToElevatedLocalGroups,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Reversible passwords found in GPOs,To address,1.14 / 8,8%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,AATP_GroupPolicyPasswordInPreferences,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
61,Set a honeytoken account,To address,0 / 1,1%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_HoneyToken,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Remove stale service accounts,Planned,2.27 / 5,5%,Identity,Microsoft Entra ID,No,No,Wide World Manufacturing,AATP_InactiveServiceAccounts,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
67,Modify unsecure Kerberos delegations to prevent impersonation,Planned,3.05 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_KerberosDelegations,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
66,Remove non-admin accounts with DCSync permissions,Planned,3.53 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_NonAdminDCSyncAccounts,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Remove dormant Okta privileged accounts,Planned,2.79 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_Okta_Dormant,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,High number of Okta accounts with privileged role assigned,Planned,2.06 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,AATP_Okta_HighNumberOfNonSuperAdminPrivilegedUserAccounts,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Limit the Number of Okta Super Admins Accounts,Planned,1.96 / 5,5%,Identity,Microsoft Entra ID,No,No,Wide World Manufacturing,AATP_Okta_HighNumberOfSuperAdmins,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Change password for Okta privileged User accounts,To address,0.43 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_Okta_SensitiveAccountWithOldPassword,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Assign multi-factor authentication for Okta privileged user accounts,To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_Okta_SensitiveAccountWithoutFactorsAssigned,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Highly Privileged Okta Api Token,To address,1.52 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_Okta_SensitiveApiToken,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
67,Reduce lateral movement path risk to sensitive entities,Planned,2.66 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_PathRisk,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Remove stale PingOne privileged accounts,Planned,2.29 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_Ping_Dormant,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,High number of PingOne accounts with a privileged role assigned,Planned,3.37 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_Ping_HighNumberOfNonSuperAdminPrivilegedUserAccounts,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Limit the number of PingOne accounts with organization admin role,Planned,3.09 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_Ping_HighNumberOfSuperAdmins,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Change password for PingOne privileged User accounts,To address,0.98 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_Ping_SensitiveAccountWithOldPassword,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Assign multi-factor authentication for PingOne privileged user accounts,To address,0.25 / 5,5%,Identity,Microsoft Entra ID,No,No,Wide World Manufacturing,AATP_Ping_SensitiveAccountWithoutFactorsAssigned,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
67,Disable Print spooler service on domain controllers,To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_PrintSpooler,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Ensure privileged accounts are not delegated,To address,0.78 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_PrivilegedAccountsWithDelegationAllowed,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Identify Entra ID privileged accounts that are also privileged in Active Directory,To address,0.3 / 9,9%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_PrivilegedEntraIdAndActiveDirectoryAccounts,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
67,Protect and manage local admin passwords with Microsoft LAPS,Planned,2.95 / 5,5%,Identity,Microsoft Entra ID,No,No,Wide World Manufacturing,AATP_PwdLAPS,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Remove stale SailPoint privileged accounts,Planned,3.04 / 5,5%,Identity,Microsoft Entra ID,No,No,Wide World Manufacturing,AATP_SailPoint_DormantPriviledgedAccounts,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,High number of SailPoint accounts with a privileged role assigned,Planned,2.59 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,AATP_SailPoint_HighNumberOfPriviledgedIdentityAccounts,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Limit the number of SailPoint accounts with system admin role,Planned,2.83 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_SailPoint_HighNumberOfSystemAdmins,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Assign multi-factor authentication for SailPoint privileged user accounts,To address,0.93 / 5,5%,Identity,Microsoft Entra ID,No,Yes,Wide World Manufacturing,AATP_SailPoint_MFAforPriviledgedUserAccounts,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Change password for SailPoint privileged User accounts,To address,0.52 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_SailPoint_PriviledgedUserAccountsWithOldPasswords,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
60,Install Defender for Identity Sensor on all Domain Controllers,To address,0.16 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_Sensor,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Identify service accounts in privileged groups,To address,1.99 / 7,7%,Identity,Microsoft Entra ID,No,Yes,Wide World Manufacturing,AATP_ServiceAccountsInPrivilegedGroup,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
67,Remove unsecure SID history attributes from entities,To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_SIDHistory,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Rotate old password for sMSA and set up valid rotation interval in the GPO,To address,0.63 / 6,6%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,AATP_SingleManagedServiceAccountsWithOldPassword,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
65,Remove stale Active Directory accounts,To address,1.24 / 5,5%,Identity,Microsoft Entra ID,No,No,Wide World Manufacturing,AATP_StaleAccounts,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
67,Resolve unsecure account attributes,Planned,2.29 / 5,5%,Identity,Microsoft Entra ID,No,No,Wide World Manufacturing,AATP_UnsecureAccount,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
60,Resolve unsecure domain configurations,Planned,2.6 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_UnsecureDomain,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
63,Configure VPN integration,To address,0.21 / 1,1%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,AATP_Vpn,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
67,Stop weak cipher usage,To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AATP_WeakCipher,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Ensure 'User owned apps and services' is restricted,To address,0 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,admincenter_owned_apps_and_services,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
1,Ensure multifactor authentication is enabled for all users in administrative roles,To address,2.78 / 10,10%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,AdminMFAV2,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
9,Regulate cloud app access to sensitive data,To address,2.15 / 7,7%,Apps,AppG,Yes,No,Wide World Manufacturing,AppG_regulate_access_to_sensitive_data,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Regulate apps with priority account consent,Planned,4.06 / 7,7%,Apps,AppG,No,No,Wide World Manufacturing,AppG_unusual_activity_with_priority_account,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
68,Enable Conditional Access policies to block legacy authentication,Planned,4.73 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,BlockLegacyAuthentication,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
127,Ensure the customer lockbox feature is enabled,Planned,0.57 / 1,1%,Apps,Exchange Online,Yes,Yes,Wide World Manufacturing,CustomerLockBoxEnabled,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
128,Ensure DLP policies are enabled,Planned,2.95 / 5,5%,Data,MIP,Yes,No,Wide World Manufacturing,dlp_datalossprevention,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
128,Ensure 'External sharing' of calendars is not available,To address,0.57 / 5,5%,Apps,Exchange Online,Yes,No,Wide World Manufacturing,exo_individualsharing,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Ensure mailbox auditing for all users is Enabled,To address,0 / 3,3%,Apps,Exchange Online,Yes,No,Wide World Manufacturing,exo_mailboxaudit,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Ensure MailTips are enabled for end users,To address,0.02 / 3,3%,Apps,Exchange Online,No,No,Wide World Manufacturing,exo_mailtipsenabled,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Ensure modern authentication for Exchange Online is enabled,Planned,1.37 / 3,3%,Identity,Exchange Online,No,Yes,Wide World Manufacturing,exo_oauth2clientprofileenabled,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Ensure users installing Outlook add-ins is not allowed,Planned,1.49 / 3,3%,Apps,Exchange Online,Yes,No,Wide World Manufacturing,exo_outlookaddins,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Ensure that SPF records are published for all Exchange Domains,Planned,2.43 / 5,5%,Apps,Exchange Online,Yes,No,Wide World Manufacturing,exo_SPF_records_for_all_domains,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Ensure additional storage providers are restricted in Outlook on the web,To address,1.46 / 5,5%,Apps,Exchange Online,Yes,Yes,Wide World Manufacturing,exo_storageproviderrestricted,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
128,Ensure Spam confidence level (SCL) is configured in mail transport rules with specific domains,Planned,2.24 / 3,3%,Apps,Exchange Online,Yes,No,Wide World Manufacturing,exo_transportrulesallowlistdomains,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Ensure internal phishing protection for Forms is enabled,Planned,3.59 / 6,6%,Apps,FORMS,Yes,No,Wide World Manufacturing,forms_phishing_protection,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
35,Ensure user consent to apps accessing company data on their behalf is not allowed,Planned,2.01 / 4,4%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,IntegratedApps,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Ensure Microsoft Defender for Cloud Apps is enabled and configured,To address,0 / 5,5%,Apps,Microsoft Defender,Yes,No,Wide World Manufacturing,mcas_mda_enabled,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
82,Deploy a log collector to discover shadow IT activity,To address,0.26 / 1,1%,Apps,MCAS,Yes,No,Wide World Manufacturing,McasFirewallLogUpload,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Enable multi-factor authentication (MFA),To address,0 / 7,7%,Identity,Microsoft Entra ID,Yes,Yes,Wide World Manufacturing,MDA_Atlassian_EnableTwoFactorAuth,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Enable Single Sing On (SSO),To address,2.33 / 7,7%,Identity,Microsoft Entra ID,No,No,Wide World Manufacturing,MDA_Atlassian_ForceSSO,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Enable session timeout for web users,Planned,2.15 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,MDA_Atlassian_InactiveTimeoutMins,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Atlassian mobile app security - App access requirement,Planned,4.1 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,MDA_Atlassian_mobile_access,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Atlassian mobile app security - App data protection,Planned,4.47 / 6,6%,Apps,MDA_Atlassian,Yes,Yes,Wide World Manufacturing,MDA_Atlassian_mobile_dataprotection,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Atlassian mobile app security - Users that are affected by policies,To address,0.95 / 3,3%,Identity,Microsoft Entra ID,No,No,Wide World Manufacturing,MDA_Atlassian_mobile_UsersAffected,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Enable Password expiration policies,Planned,2.82 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,MDA_Atlassian_passwordExpiry,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Enable multi-factor authentication (MFA),To address,1.58 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,MDA_CitrixSF_EnableTwoFactorAuth,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Enable Single Sign on (SSO),To address,1.73 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,MDA_CitrixSF_ForceSSO,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Enable session timeout for web users,Planned,2.12 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wide World Manufacturing,MDA_CitrixSF_InactiveTimeoutMins,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
10,Enhance 'login maximum attempts' - Lockout timer,Planned,3.13 / 6,6%,Identity,Microsoft Entra ID,No,No,Wide World Manufacturing,MDA_CitrixSF_LoginFailLockoutSecs,Manufacturing/OT adjacency with legacy auth scars and low endpoint enforcement.
