Rank,Recommended action,Status,Points achieved,Score impact,Category,Product,Have license?,Regressed,Tenant,Control ID,Notes
65,High number of CyberArk Identity accounts with a privileged role assigned,To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_CyberArk_HighNumberOfPriviledgedIdentityAccounts,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Limit the number of CyberArk Identity accounts with system admin role,To address,1.58 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_CyberArk_HighNumberOfSystemAdmins,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Change password for CyberArk Identity privileged User accounts,To address,0.29 / 6,6%,Identity,Microsoft Entra ID,No,No,MSP Chaos Lab,AATP_CyberArk_PriviledgedUserAccountsWithOldPasswords,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
59,"Start your Defender for Identity deployment, installing Sensors on Domain Controllers and other eligible servers.",Planned,2.19 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_DefenderForIdentityIsNotInstalled,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Unsafe permissions on the DnsAdmins group,To address,1.26 / 8,8%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_DnsAdminsGroupWithUnsafePermissions,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Remove local admins on identity assets,To address,0.65 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_DomainControllerLocalUsers,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Change Domain Controller computer account old password,To address,1.02 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_DomainControllersWithOldPassword,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
67,Remove dormant accounts from sensitive groups,Planned,2 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_DormantAccounts,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Rotate password for Entra Connect AD DS Connector account,To address,0 / 3,3%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_EntraConnectAccountsOldPasswords,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Replace Enterprise or Domain Admin account for Entra Connect AD DS Connector account,To address,0.39 / 3,3%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_EntraConnectAccountsWithConnectorAccountAsDefaultAdmin,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Remove unnecessary replication permissions for Entra Connect AD DS Connector Account,To address,2.35 / 8,8%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_EntraConnectAccountUnnecessaryReplicationPermission,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Install Defender for Identity Sensor on Entra Connect servers,To address,0.07 / 4,4%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_EntraConnectComputersWithNoMdiSensorInstalled,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Remove unsafe permissions on sensitive Entra Connect accounts,To address,0.29 / 9,9%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_EntraConnectSensitiveAccountsWithUnsafePermissions,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Remove discoverable passwords in Active Directory account attributes,Planned,4.9 / 8,8%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_ExposedPasswordsInADAttributes,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Set a valid password rotation interval for gMSA,Planned,3.23 / 6,6%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_GroupManagedServiceAccountWithUnrecommendedPasswordChangeInterval,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,GPO can be modified by unprivileged accounts,To address,0.39 / 5,5%,Identity,Microsoft Entra ID,No,Yes,MSP Chaos Lab,AATP_GroupPolicyAbnormalModificationAssignment,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,GPO assigns unprivileged identities to local groups with elevated privileges,To address,0 / 7,7%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_GroupPolicyAssignsUnprivilegedIdentitiesToElevatedLocalGroups,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Reversible passwords found in GPOs,To address,0 / 8,8%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_GroupPolicyPasswordInPreferences,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
61,Set a honeytoken account,To address,0.01 / 1,1%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_HoneyToken,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Remove stale service accounts,Planned,1.91 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_InactiveServiceAccounts,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
67,Modify unsecure Kerberos delegations to prevent impersonation,To address,0.81 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_KerberosDelegations,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
66,Remove non-admin accounts with DCSync permissions,Planned,4.08 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_NonAdminDCSyncAccounts,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Remove dormant Okta privileged accounts,To address,0.68 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_Okta_Dormant,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,High number of Okta accounts with privileged role assigned,To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_Okta_HighNumberOfNonSuperAdminPrivilegedUserAccounts,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Limit the Number of Okta Super Admins Accounts,To address,0.57 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_Okta_HighNumberOfSuperAdmins,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Change password for Okta privileged User accounts,To address,0 / 6,6%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_Okta_SensitiveAccountWithOldPassword,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Assign multi-factor authentication for Okta privileged user accounts,To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_Okta_SensitiveAccountWithoutFactorsAssigned,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Highly Privileged Okta Api Token,To address,0.53 / 5,5%,Identity,Microsoft Entra ID,No,No,MSP Chaos Lab,AATP_Okta_SensitiveApiToken,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
67,Reduce lateral movement path risk to sensitive entities,To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_PathRisk,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Remove stale PingOne privileged accounts,Planned,1.9 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_Ping_Dormant,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,High number of PingOne accounts with a privileged role assigned,To address,1.04 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_Ping_HighNumberOfNonSuperAdminPrivilegedUserAccounts,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Limit the number of PingOne accounts with organization admin role,Planned,3.88 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_Ping_HighNumberOfSuperAdmins,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Change password for PingOne privileged User accounts,To address,0.23 / 6,6%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_Ping_SensitiveAccountWithOldPassword,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Assign multi-factor authentication for PingOne privileged user accounts,To address,0.03 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_Ping_SensitiveAccountWithoutFactorsAssigned,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
67,Disable Print spooler service on domain controllers,To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_PrintSpooler,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Ensure privileged accounts are not delegated,To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_PrivilegedAccountsWithDelegationAllowed,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Identify Entra ID privileged accounts that are also privileged in Active Directory,To address,0 / 9,9%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_PrivilegedEntraIdAndActiveDirectoryAccounts,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
67,Protect and manage local admin passwords with Microsoft LAPS,To address,1.38 / 5,5%,Identity,Microsoft Entra ID,No,No,MSP Chaos Lab,AATP_PwdLAPS,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Remove stale SailPoint privileged accounts,Planned,1.82 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_SailPoint_DormantPriviledgedAccounts,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,High number of SailPoint accounts with a privileged role assigned,To address,0.03 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_SailPoint_HighNumberOfPriviledgedIdentityAccounts,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Limit the number of SailPoint accounts with system admin role,Planned,3.55 / 5,5%,Identity,Microsoft Entra ID,No,No,MSP Chaos Lab,AATP_SailPoint_HighNumberOfSystemAdmins,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Assign multi-factor authentication for SailPoint privileged user accounts,To address,0.36 / 5,5%,Identity,Microsoft Entra ID,No,Yes,MSP Chaos Lab,AATP_SailPoint_MFAforPriviledgedUserAccounts,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Change password for SailPoint privileged User accounts,To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_SailPoint_PriviledgedUserAccountsWithOldPasswords,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
60,Install Defender for Identity Sensor on all Domain Controllers,To address,0 / 4,4%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_Sensor,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Identify service accounts in privileged groups,To address,0 / 7,7%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_ServiceAccountsInPrivilegedGroup,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
67,Remove unsecure SID history attributes from entities,To address,1.55 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_SIDHistory,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Rotate old password for sMSA and set up valid rotation interval in the GPO,Planned,3.06 / 6,6%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_SingleManagedServiceAccountsWithOldPassword,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
65,Remove stale Active Directory accounts,Planned,2.55 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_StaleAccounts,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
67,Resolve unsecure account attributes,To address,0.11 / 5,5%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,AATP_UnsecureAccount,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
60,Resolve unsecure domain configurations,To address,1.15 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_UnsecureDomain,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
63,Configure VPN integration,To address,0 / 1,1%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_Vpn,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
67,Stop weak cipher usage,To address,0 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AATP_WeakCipher,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Ensure 'User owned apps and services' is restricted,To address,0 / 3,3%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,admincenter_owned_apps_and_services,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
1,Ensure multifactor authentication is enabled for all users in administrative roles,To address,0 / 10,10%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,AdminMFAV2,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
9,Regulate cloud app access to sensitive data,To address,0 / 7,7%,Apps,AppG,Yes,No,MSP Chaos Lab,AppG_regulate_access_to_sensitive_data,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Regulate apps with priority account consent,To address,1.04 / 7,7%,Apps,AppG,Yes,No,MSP Chaos Lab,AppG_unusual_activity_with_priority_account,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
68,Enable Conditional Access policies to block legacy authentication,Planned,4.75 / 8,8%,Identity,Microsoft Entra ID,No,Yes,MSP Chaos Lab,BlockLegacyAuthentication,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
127,Ensure the customer lockbox feature is enabled,Planned,0.56 / 1,1%,Apps,Exchange Online,No,No,MSP Chaos Lab,CustomerLockBoxEnabled,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
128,Ensure DLP policies are enabled,To address,0.05 / 5,5%,Data,MIP,Yes,No,MSP Chaos Lab,dlp_datalossprevention,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
128,Ensure 'External sharing' of calendars is not available,To address,0 / 5,5%,Apps,Exchange Online,Yes,Yes,MSP Chaos Lab,exo_individualsharing,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Ensure mailbox auditing for all users is Enabled,To address,0.02 / 3,3%,Apps,Exchange Online,Yes,No,MSP Chaos Lab,exo_mailboxaudit,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Ensure MailTips are enabled for end users,To address,0 / 3,3%,Apps,Exchange Online,No,Yes,MSP Chaos Lab,exo_mailtipsenabled,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Ensure modern authentication for Exchange Online is enabled,To address,0.22 / 3,3%,Identity,Exchange Online,Yes,Yes,MSP Chaos Lab,exo_oauth2clientprofileenabled,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Ensure users installing Outlook add-ins is not allowed,To address,0.62 / 3,3%,Apps,Exchange Online,Yes,No,MSP Chaos Lab,exo_outlookaddins,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Ensure that SPF records are published for all Exchange Domains,Planned,2.66 / 5,5%,Apps,Exchange Online,Yes,Yes,MSP Chaos Lab,exo_SPF_records_for_all_domains,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Ensure additional storage providers are restricted in Outlook on the web,To address,0.01 / 5,5%,Apps,Exchange Online,Yes,No,MSP Chaos Lab,exo_storageproviderrestricted,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
128,Ensure Spam confidence level (SCL) is configured in mail transport rules with specific domains,Planned,1.4 / 3,3%,Apps,Exchange Online,Yes,No,MSP Chaos Lab,exo_transportrulesallowlistdomains,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Ensure internal phishing protection for Forms is enabled,To address,1.67 / 6,6%,Apps,FORMS,Yes,No,MSP Chaos Lab,forms_phishing_protection,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
35,Ensure user consent to apps accessing company data on their behalf is not allowed,To address,1.02 / 4,4%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,IntegratedApps,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Ensure Microsoft Defender for Cloud Apps is enabled and configured,To address,0.73 / 5,5%,Apps,Microsoft Defender,No,No,MSP Chaos Lab,mcas_mda_enabled,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
82,Deploy a log collector to discover shadow IT activity,To address,0 / 1,1%,Apps,MCAS,Yes,No,MSP Chaos Lab,McasFirewallLogUpload,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Enable multi-factor authentication (MFA),To address,0 / 7,7%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,MDA_Atlassian_EnableTwoFactorAuth,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Enable Single Sing On (SSO),Planned,3.51 / 7,7%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,MDA_Atlassian_ForceSSO,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Enable session timeout for web users,To address,0.13 / 6,6%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,MDA_Atlassian_InactiveTimeoutMins,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Atlassian mobile app security - App access requirement,Planned,2.07 / 6,6%,Identity,Microsoft Entra ID,No,No,MSP Chaos Lab,MDA_Atlassian_mobile_access,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Atlassian mobile app security - App data protection,To address,0.38 / 6,6%,Apps,MDA_Atlassian,Yes,Yes,MSP Chaos Lab,MDA_Atlassian_mobile_dataprotection,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Atlassian mobile app security - Users that are affected by policies,Planned,1.16 / 3,3%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,MDA_Atlassian_mobile_UsersAffected,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Enable Password expiration policies,To address,0.69 / 6,6%,Identity,Microsoft Entra ID,Yes,Yes,MSP Chaos Lab,MDA_Atlassian_passwordExpiry,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
10,Enable multi-factor authentication (MFA),To address,0 / 7,7%,Identity,Microsoft Entra ID,Yes,No,MSP Chaos Lab,MDA_CitrixSF_EnableTwoFactorAuth,"Everything we have all seen at 02:00: exclusions, stale accounts, mail rules, and hope."
