Rank,Recommended action,Status,Points achieved,Score impact,Category,Product,Have license?,Regressed,Tenant,Control ID,Notes
65,Accounts with non-default Primary Group ID,Planned,2.23 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_AccountsWithNonDefaultPrimaryGroup,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Change password for accounts with leaked credentials,Planned,3.62 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_AccountWithLeakedCredentials,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Change password for on-prem account with potentially leaked credentials,Planned,1.88 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_AdAccountWithPotentiallyLeakedCredentials,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Prevent Certificate Enrollment with arbitrary Application Policies (ESC15),To address,1.69 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_ADCSCertificateTemplateArbitraryAppPolicies,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Prevent users to request a certificate valid for arbitrary users based on the certificate template (ESC1),To address,0.55 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_ADCSCertificateTemplateEnrolementSuppliesSubject,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Install Defender for Identity Sensor on ADCS servers,Planned,2.06 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_AdcsComputersWithNoMdiSensorInstalled,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Edit insecure certificate enrollment IIS endpoints (ESC8),Planned,3.04 / 5,5%,Identity,Microsoft Intune,Yes,No,Wingtip Retail,AATP_ADCSInsecureCertificateEnrollmentIisEndpoints,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Edit misconfigured Certificate Authority ACL (ESC7),Planned,2.43 / 5,5%,Identity,Microsoft Entra ID,No,No,Wingtip Retail,AATP_ADCSMisconfiguredCertificateAuthorityAcl,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Edit misconfigured certificate templates ACL (ESC4),Planned,2.28 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_ADCSMisconfiguredCertificateTemplateAcl,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
60,Edit overly permissive Certificate Template with privileged EKU (Any purpose EKU or No EKU) (ESC2),Planned,3.06 / 5,5%,Identity,Microsoft Entra ID,No,Yes,Wingtip Retail,AATP_ADCSMisconfiguredCertificateTemplateEku,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Edit misconfigured enrollment agent certificate template (ESC3),To address,1.43 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_ADCSMisconfiguredCertificateTemplateEnrollmentAgent,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Edit misconfigured certificate templates owner (ESC4),Planned,2.64 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_ADCSMisconfiguredCertificateTemplateOwner,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Enforce encryption for RPC certificate enrollment interface (ESC8),Planned,1.73 / 5,5%,Identity,Microsoft Entra ID,No,No,Wingtip Retail,AATP_ADCSMisconfiguredRpcEnrollmentSigning,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Edit vulnerable Certificate Authority setting (ESC6),To address,0.18 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_ADCSSanSpecifiedByUserEnabled,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Install Defender for Identity Sensor on ADFS servers,Planned,1.95 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_AdfsComputersWithNoMdiSensorInstalled,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
67,Remove access rights on suspicious accounts with the Admin SDHolder permission,Completed,4.69 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_AdminSDHolder,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Change password for Entra seamless SSO account,Planned,2.78 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Wingtip Retail,AATP_AzureSsoAccountOldPasswords,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Change password of built-in domain Administrator account,Completed,4.82 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_BuiltinAdministratorAccountWithOldPassword,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Built-in Active Directory Guest account is enabled,Completed,4.78 / 5,5%,Identity,Microsoft Entra ID,No,No,Wingtip Retail,AATP_BuiltinGuestAccountIsEnabled,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Change password for krbtgt account,Planned,2.06 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_BuiltinKrbtgtAccountWithOldPassword,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
67,Stop clear text credentials exposure,Planned,1.8 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Wingtip Retail,AATP_ClearText,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Remove stale CyberArk Identity privileged accounts,To address,0.18 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_CyberArk_DormantPriviledgedAccounts,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,High number of CyberArk Identity accounts with a privileged role assigned,Planned,2.32 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_CyberArk_HighNumberOfPriviledgedIdentityAccounts,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Limit the number of CyberArk Identity accounts with system admin role,To address,1.38 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_CyberArk_HighNumberOfSystemAdmins,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Change password for CyberArk Identity privileged User accounts,Completed,5.34 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_CyberArk_PriviledgedUserAccountsWithOldPasswords,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
59,"Start your Defender for Identity deployment, installing Sensors on Domain Controllers and other eligible servers.",Planned,3.52 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Wingtip Retail,AATP_DefenderForIdentityIsNotInstalled,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Unsafe permissions on the DnsAdmins group,Planned,4.44 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_DnsAdminsGroupWithUnsafePermissions,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Remove local admins on identity assets,To address,0.66 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_DomainControllerLocalUsers,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Change Domain Controller computer account old password,Planned,2.38 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Wingtip Retail,AATP_DomainControllersWithOldPassword,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
67,Remove dormant accounts from sensitive groups,To address,1.14 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_DormantAccounts,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Rotate password for Entra Connect AD DS Connector account,Planned,1.38 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_EntraConnectAccountsOldPasswords,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Replace Enterprise or Domain Admin account for Entra Connect AD DS Connector account,To address,0.76 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_EntraConnectAccountsWithConnectorAccountAsDefaultAdmin,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Remove unnecessary replication permissions for Entra Connect AD DS Connector Account,Planned,4.62 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_EntraConnectAccountUnnecessaryReplicationPermission,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Install Defender for Identity Sensor on Entra Connect servers,To address,0.43 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_EntraConnectComputersWithNoMdiSensorInstalled,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Remove unsafe permissions on sensitive Entra Connect accounts,Planned,4.76 / 9,9%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_EntraConnectSensitiveAccountsWithUnsafePermissions,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Remove discoverable passwords in Active Directory account attributes,To address,0.39 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_ExposedPasswordsInADAttributes,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Set a valid password rotation interval for gMSA,Planned,4.6 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_GroupManagedServiceAccountWithUnrecommendedPasswordChangeInterval,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,GPO can be modified by unprivileged accounts,Planned,1.75 / 5,5%,Identity,Microsoft Entra ID,No,No,Wingtip Retail,AATP_GroupPolicyAbnormalModificationAssignment,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,GPO assigns unprivileged identities to local groups with elevated privileges,To address,2.2 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_GroupPolicyAssignsUnprivilegedIdentitiesToElevatedLocalGroups,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Reversible passwords found in GPOs,To address,0.01 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_GroupPolicyPasswordInPreferences,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
61,Set a honeytoken account,To address,0.1 / 1,1%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_HoneyToken,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Remove stale service accounts,Planned,2.53 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_InactiveServiceAccounts,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
67,Modify unsecure Kerberos delegations to prevent impersonation,Planned,4.02 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_KerberosDelegations,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
66,Remove non-admin accounts with DCSync permissions,Planned,2.63 / 5,5%,Identity,Microsoft Entra ID,No,No,Wingtip Retail,AATP_NonAdminDCSyncAccounts,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Remove dormant Okta privileged accounts,Planned,3.17 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_Okta_Dormant,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,High number of Okta accounts with privileged role assigned,Planned,3.84 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_Okta_HighNumberOfNonSuperAdminPrivilegedUserAccounts,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Limit the Number of Okta Super Admins Accounts,Planned,2.43 / 5,5%,Identity,Microsoft Entra ID,Yes,Yes,Wingtip Retail,AATP_Okta_HighNumberOfSuperAdmins,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Change password for Okta privileged User accounts,To address,1.61 / 6,6%,Identity,Microsoft Entra ID,No,No,Wingtip Retail,AATP_Okta_SensitiveAccountWithOldPassword,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Assign multi-factor authentication for Okta privileged user accounts,To address,1.01 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_Okta_SensitiveAccountWithoutFactorsAssigned,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Highly Privileged Okta Api Token,To address,1.32 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_Okta_SensitiveApiToken,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
67,Reduce lateral movement path risk to sensitive entities,To address,0.06 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_PathRisk,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Remove stale PingOne privileged accounts,Planned,3.28 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_Ping_Dormant,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,High number of PingOne accounts with a privileged role assigned,Completed,4.17 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_Ping_HighNumberOfNonSuperAdminPrivilegedUserAccounts,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Limit the number of PingOne accounts with organization admin role,Planned,2.41 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_Ping_HighNumberOfSuperAdmins,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Change password for PingOne privileged User accounts,Planned,2.63 / 6,6%,Identity,Microsoft Entra ID,Yes,Yes,Wingtip Retail,AATP_Ping_SensitiveAccountWithOldPassword,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Assign multi-factor authentication for PingOne privileged user accounts,To address,0.09 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_Ping_SensitiveAccountWithoutFactorsAssigned,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
67,Disable Print spooler service on domain controllers,Planned,2.11 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_PrintSpooler,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Ensure privileged accounts are not delegated,To address,0.22 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_PrivilegedAccountsWithDelegationAllowed,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Identify Entra ID privileged accounts that are also privileged in Active Directory,To address,2.74 / 9,9%,Identity,Microsoft Entra ID,No,No,Wingtip Retail,AATP_PrivilegedEntraIdAndActiveDirectoryAccounts,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
67,Protect and manage local admin passwords with Microsoft LAPS,Planned,2.12 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_PwdLAPS,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Remove stale SailPoint privileged accounts,Planned,3.84 / 5,5%,Identity,Microsoft Entra ID,No,No,Wingtip Retail,AATP_SailPoint_DormantPriviledgedAccounts,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,High number of SailPoint accounts with a privileged role assigned,Completed,4.33 / 5,5%,Identity,Microsoft Entra ID,No,No,Wingtip Retail,AATP_SailPoint_HighNumberOfPriviledgedIdentityAccounts,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Limit the number of SailPoint accounts with system admin role,To address,0.74 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_SailPoint_HighNumberOfSystemAdmins,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Assign multi-factor authentication for SailPoint privileged user accounts,Planned,1.88 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_SailPoint_MFAforPriviledgedUserAccounts,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Change password for SailPoint privileged User accounts,Planned,2.54 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_SailPoint_PriviledgedUserAccountsWithOldPasswords,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
60,Install Defender for Identity Sensor on all Domain Controllers,To address,0.91 / 4,4%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_Sensor,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Identify service accounts in privileged groups,To address,0.92 / 7,7%,Identity,Microsoft Entra ID,No,No,Wingtip Retail,AATP_ServiceAccountsInPrivilegedGroup,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
67,Remove unsecure SID history attributes from entities,Planned,3.21 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_SIDHistory,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Rotate old password for sMSA and set up valid rotation interval in the GPO,Planned,4.19 / 6,6%,Identity,Microsoft Entra ID,Yes,Yes,Wingtip Retail,AATP_SingleManagedServiceAccountsWithOldPassword,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
65,Remove stale Active Directory accounts,Planned,2.99 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_StaleAccounts,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
67,Resolve unsecure account attributes,To address,0.97 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_UnsecureAccount,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
60,Resolve unsecure domain configurations,To address,0.39 / 5,5%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_UnsecureDomain,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
63,Configure VPN integration,Planned,0.49 / 1,1%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AATP_Vpn,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
67,Stop weak cipher usage,To address,0.66 / 5,5%,Identity,Microsoft Entra ID,No,Yes,Wingtip Retail,AATP_WeakCipher,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Ensure 'User owned apps and services' is restricted,To address,0.02 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,admincenter_owned_apps_and_services,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
1,Ensure multifactor authentication is enabled for all users in administrative roles,To address,1.02 / 10,10%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,AdminMFAV2,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
9,Regulate cloud app access to sensitive data,Planned,2.54 / 7,7%,Apps,AppG,Yes,No,Wingtip Retail,AppG_regulate_access_to_sensitive_data,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Regulate apps with priority account consent,Planned,5.05 / 7,7%,Apps,AppG,Yes,No,Wingtip Retail,AppG_unusual_activity_with_priority_account,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
68,Enable Conditional Access policies to block legacy authentication,To address,1.93 / 8,8%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,BlockLegacyAuthentication,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
127,Ensure the customer lockbox feature is enabled,Planned,0.71 / 1,1%,Apps,Exchange Online,Yes,No,Wingtip Retail,CustomerLockBoxEnabled,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
128,Ensure DLP policies are enabled,To address,0.15 / 5,5%,Data,MIP,Yes,Yes,Wingtip Retail,dlp_datalossprevention,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
128,Ensure 'External sharing' of calendars is not available,To address,0.12 / 5,5%,Apps,Exchange Online,Yes,No,Wingtip Retail,exo_individualsharing,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Ensure mailbox auditing for all users is Enabled,Planned,1.46 / 3,3%,Apps,Exchange Online,Yes,No,Wingtip Retail,exo_mailboxaudit,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Ensure MailTips are enabled for end users,To address,0 / 3,3%,Apps,Exchange Online,Yes,No,Wingtip Retail,exo_mailtipsenabled,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Ensure modern authentication for Exchange Online is enabled,To address,0.83 / 3,3%,Identity,Exchange Online,Yes,No,Wingtip Retail,exo_oauth2clientprofileenabled,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Ensure users installing Outlook add-ins is not allowed,To address,0.52 / 3,3%,Apps,Exchange Online,Yes,No,Wingtip Retail,exo_outlookaddins,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Ensure that SPF records are published for all Exchange Domains,Planned,3.2 / 5,5%,Apps,Exchange Online,Yes,Yes,Wingtip Retail,exo_SPF_records_for_all_domains,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Ensure additional storage providers are restricted in Outlook on the web,Completed,4.25 / 5,5%,Apps,Exchange Online,Yes,No,Wingtip Retail,exo_storageproviderrestricted,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
128,Ensure Spam confidence level (SCL) is configured in mail transport rules with specific domains,Completed,2.78 / 3,3%,Apps,Exchange Online,Yes,No,Wingtip Retail,exo_transportrulesallowlistdomains,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Ensure internal phishing protection for Forms is enabled,Planned,3.49 / 6,6%,Apps,FORMS,Yes,No,Wingtip Retail,forms_phishing_protection,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
35,Ensure user consent to apps accessing company data on their behalf is not allowed,Planned,2.49 / 4,4%,Identity,Microsoft Entra ID,No,No,Wingtip Retail,IntegratedApps,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Ensure Microsoft Defender for Cloud Apps is enabled and configured,To address,0.68 / 5,5%,Apps,Microsoft Defender,Yes,No,Wingtip Retail,mcas_mda_enabled,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
82,Deploy a log collector to discover shadow IT activity,Planned,0.41 / 1,1%,Apps,MCAS,Yes,No,Wingtip Retail,McasFirewallLogUpload,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Enable multi-factor authentication (MFA),Planned,2.76 / 7,7%,Identity,Microsoft Entra ID,Yes,Yes,Wingtip Retail,MDA_Atlassian_EnableTwoFactorAuth,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Enable Single Sing On (SSO),To address,0.19 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,MDA_Atlassian_ForceSSO,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Enable session timeout for web users,Planned,3.57 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,MDA_Atlassian_InactiveTimeoutMins,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Atlassian mobile app security - App access requirement,Planned,4.57 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,MDA_Atlassian_mobile_access,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Atlassian mobile app security - App data protection,Planned,3.31 / 6,6%,Apps,MDA_Atlassian,Yes,No,Wingtip Retail,MDA_Atlassian_mobile_dataprotection,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Atlassian mobile app security - Users that are affected by policies,Planned,2 / 3,3%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,MDA_Atlassian_mobile_UsersAffected,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Enable Password expiration policies,Planned,3.12 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,MDA_Atlassian_passwordExpiry,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Enable multi-factor authentication (MFA),Planned,3.63 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,MDA_CitrixSF_EnableTwoFactorAuth,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Enable Single Sign on (SSO),To address,0.38 / 7,7%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,MDA_CitrixSF_ForceSSO,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Enable session timeout for web users,To address,1.07 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,MDA_CitrixSF_InactiveTimeoutMins,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
10,Enhance 'login maximum attempts' - Lockout timer,Planned,2.3 / 6,6%,Identity,Microsoft Entra ID,Yes,No,Wingtip Retail,MDA_CitrixSF_LoginFailLockoutSecs,"Retail tenant with seasonal accounts, permissive sharing, and partial endpoint controls."
